"ORI LAHAV, UDI BOKER",What's Decidable about Causally Consistent Memory Models?,
"MF Atig, A Bouajjani, S Burckhardt, ...",What's Decidable about Weak Memory Models?,2012
"TC Lee, MA Boéchat",When the ARM weakly consistent memory model meets speculation: is it necessary?,2012
"L BAJCZI, A VÖRÖS, V MOLNÁR",Will My Program Break on This Faulty Processor?,2019
"L Bajczi, A Vörös, V Molnár",Will My Program Break on This Faulty Processor? Formal Analysis of Hardware Fault Activations in Concurrent Embedded Software,2019
G Lindstrom,"Yue Yang, Ganesh Gopalakrishnan, and",2002
"M Felleisen, P Gardner",and Systems,
CF Grammar,automated theorem proving 472,2013
"D Mark, AEC Hill, M Plakal, DJ Sorin",for I/O Architectures,1921
"C Amza, AL Cox, S Dwarkadass, P Keleher, H Lu, ...",lYeadMarks: Shared emorw,
"S Dwarkadas, P Keleher, H Lu, R Rajamony, W Yu, ...",omputing on,
"P Sewell, S Sarkar, S Owens, FZ Nardelli, ...",x86-TSO: a rigorous and usable programmer's model for x86 multiprocessors,2010
"S Aga, A Singh, S Narayanasamy",zfence: Data-less coherence for efficient fences,2015
ΙΠ Σαχίνογλου,Τεχνικές περιορισμού στην αναγωγή σε δυναμικές σχέσεις μερικής διάταξης,2018
ВЮ Трифанов,Вопросы индустриального применения синхронизационных контрактов при динамическом поиске гонок в Java-программах,2018
"АВ Подкопаев, Л Ори, В Вафеядис",О корректности компиляции подмножествa обещающей модели памяти в аксиоматическую модель ARMv8. 3,2017
"АВ Подкопаев, О Лахав, В Вафеядис",Обещающая компиляция в ARMv8. 3,2017
"KC Sivaramakrishnan, L Ziarek, ...",℞CML: A Prescription for Safely Relaxing Synchrony,2014
松元稿如,メモリモデルを考慮したメモリアクセスを提供する SPIN 用ライブラリ,2017
이재범,공유메모리 다중 프로세서 시스템에서 약화된 메모리 모델의 효율적 지원,1999
