Authors,Title,Year
C Jones,Tackling concurrency by reasoning explicitly about inference,2010
"S Zhang, M Vijayaraghavan",Taming Weak Memory Models,2016
"O Lahav, N Giannarakis, V Vafeiadis",Taming release-acquire consistency,2016
JLM Valero,Task Superscalar: Using Processors as Functional Units,
"S Bijo, KI Pun, SLT Tarifa",Technical Report: Modelling Data Access Patterns with Atomic Sections for Multicore Architectures,2017
"S Burckhardt, M Musuvathi",Technique for finding relaxed memory model vulnerabilities,2013
"JB Carter, JK Bennett, W Zwaenepoel",Techniques for reducing consistency-related communication in distributed shared-memory systems,1995
"SR Sarangi, R Kalayappan, P Kallurkar, ...",Tejas: A java based versatile micro-architectural simulator,2015
S Somogyi,Temporal Streaming of Distributed Shared Memory,
"J Burnim, K Sen, C Stergiou",Testing concurrent programs on relaxed memory models,2011
"C Manovit, OA Olukotun",Testing memory consistency of shared-memory multiprocessors,2006
"A Adir, S Asaf",Testing the compliance of a design with the synchronization requirements of a memory model,2013
"M Goodstein, E Vlachos, S Chen, P Gibbons, M Kozuch, ...",The Butterfly Model: Theoretical Foundations,2009
"J Manson, W Pugh, SV Adve",The Java memory model,2005
"C Wallace, G Tremblay, JN Amaral",The Location Consistency memory model and cache protocol: Specification and verification,2001
W Mansky,The PTRANS Specification Language,2014
"S de Putter, A Wijs, D Zhang","The SLCO framework for verified, model-driven construction of component software",2018
C Pulte,The Semantics of Multicopy Atomic ARMv8 and RISC-V,2019
"HC Hsiao, CT King",The Thread-Based Protocol Engines for CC-NUMA Multiprocessors,
"PA Abdulla, MF Atig, A Bouajjani, ...",The benefits of duality in verifying concurrent programs under TSO,2016
"PA Abdulla, MF Atig, TP Ngo",The best of both worlds: Trading efficiency and optimality in fence insertion for TSO,2015
"C Disselkoen, R Jagadeesan, ...",The code that never ran: Modeling attacks on speculative evaluation,2019
"RH Saavedra, W Mao, D Park, ...","The combined effectiveness of unimodular transformations, tiling, and software prefetching",1996
"V D'Silva, M Payer, D Song",The correctness-security gap in compiler optimization,2015
"A Jaffe, T Moscibroda, L Effinger-Dean, L Ceze, ...",The impact of memory models on software reliability in multiprocessors,2011
"V Gramoli, R Guerraoui, M Letia",The many faces of transactional software composition,2010
"M Batty, K Memarian, K Nienhuis, ...",The problem of programming language concurrency semantics,2015
"AK Karna, Y Chen, H Yu, H Zhong, J Zhao",The role of model checking in software engineering,2018
"J Alglave, A Fox, S Ishtiaq, MO Myreen, ...",The semantics of Power and ARM multiprocessor machine code,2009
"S Sarkar, P Sewell, FZ Nardelli, S Owens, ...",The semantics of x86-CC multiprocessor machine code,2009
"X Qiu, M Dubois",The synonym lookaside buffer: A solution to the synonym problem in virtual caches,2008
"HC Hsiao, CT King",The thread-based protocol engines for CC-NUMA multiprocessors,2000
"G Narayanaswamy, S Joshi, D Kroening",The virtues of conflict: analysing modern concurrency,2016
L Jensen,Theoretical Comparison of Partial Order Reduction: Java Pathfinder vs. Moonwalker,2017
CL Wong,Thread escape analysis for a memory consistency-aware compiler,2005
C Leonardsson,Thread-Modular Model Checking of Concurrent Programs under TSO using Code Rewriting,2010
"M Kusano, C Wang",Thread-modular static analysis for relaxed memory models,2017
P Abdulla,Thursday Afternoon Program Verification Seminars (TAPVES),2007
"K Hammond, C Brown, S Sarkar",Timing Properties and Correctness for Structured Parallel Programs on x86-64 Multicores,2015
"BT Gold, B Falsafi, JC Hoe",Tolerating Processor Failures in a Distributed Shared-Memory Multiprocessor,2006
"X Qiu, M Dubois",Tolerating late memory traps in dynamically scheduled processors,2004
"PA Abdulla, KRM Leino",Tools and Algorithms for the Construction and Analysis of Systems,2011
"PA Abdulla, KRM Leino","Tools and Algorithms for the Construction and Analysis of Systems: 17th International Conference, TACAS 2011, Held as Part of the Joint European …",2011
"ML Scott, L Lu",Toward a formal semantic framework for deterministic parallel programming,2011
"L Lu, ML Scott",Toward a formal semantic framework for deterministic parallel programming,2011
"D Abts, DJ Lilja, S Scott",Toward complexity-effective verification: a case study of the cray SV2 cache coherence protocol,2000
R Samanta,Towards Algorithmic Synthesis of Synchronization for Shared-Memory Concurrent Programs,2012
"J Barnat, L Brim, P Ročkai",Towards LTL model checking of unmodified thread-based C & C++ programs,2012
"M He, S Qin, J Ferreira",Towards a Program Logic for C11 Release-Sequences,2018
"H Jiang, H Liang, S Xiao, J Zha, X Feng",Towards certified separate compilation for concurrent programs,2019
"M Dalvandi, B Dongol",Towards deductive verification of C11 programs with Event-B and ProB,2019
E Sifakis,Towards efficient and secure shared memory applications,2013
"MR Groz, MK Havelund, MG Muller, MA Bouajjani, ...",Towards efficient and secure shared memory applications,2013
"S Doherty, L Groves, V Luchangco, M Moir",Towards formally specifying and verifying transactional memory,2009
"S Doherty, L Groves, V Luchangco, M Moir",Towards formally specifying and verifying transactional memory,2013
"U Ramachandran, H Venkateswaran",Towards realizing scalable high performance parallel systems,1994
"DJ Scales, K Gharachorloo",Towards transparent and efficient software distributed shared memory,1997
"C Wang, R Limaye, M Ganai, A Gupta",Trace-based symbolic analysis for atomicity violations,2010
"Z Yang, K Sakallah",Trace-driven verification of multithreaded programs,2010
"GA Pokam, CL Pereira, AR Adl-Tabatabai",Tracing mechanism for recording shared memory interleavings on multi-core processors,2017
"N Hossain, C Trippel, M Martonosi",TransForm: Formally Specifying Transistency Models and Synthesizing Enhanced Litmus Tests,
M Lesani,Transaction Protocol Verification with Labeled Synchronization Logic,2019
B Blum,Transactional memory concurrency verification with Landslide,2018
"D BRIJESH, R JAGADEESAN, J RIELY",Transactions in Relaxed Memory Architectures,2018
"B Dongol, R Jagadeesan, J Riely",Transactions in relaxed memory architectures,2017
"R Guerraoui, TA Henzinger, M Kapalka, ...",Transactions in the Jungle,2010
"C Amza, AL Cox, S Dwarkadas, P Keleher, H Lu, ...",Treadmarks: Shared memory computing on networks of workstations,1996
"T Maeda, A Yonezawa",Typed Assembly Language for Implementing OS Kernels in SMP/Multi-Core Environments with Interrupts.,2010
"MGRJC Pitcher, J Riely",Types for Relaxed Memory Models,2012
"M Goto, R Jagadeesan, C Ptcher, J Riely",Types for relaxed memory models,2012
"M Goto, R Jagadeesan, C Pitcher, J Riely",Types for relaxed memory models using correspondence assertions,
"Y Yang, G Gopalakrishnan, ...",UMM: an operational memory model specification framework with integrated model checking capability,2005
P Abdulla,UPMARC Seminars,2018
R Grönroos,"UPMARC Summer School on Multicore Computing, June 21-24, 2010",2010
"S Sarkar, P Sewell, J Alglave, L Maranget, ...",Understanding POWER multiprocessors,2011
PJ Keleher,Update protocols and cluster-based shared memory,1999
"RB Batista, DN Silva, ACMA de Melo, ...",Using a dsm application to locally align dna sequences,2004
"J Derrick, G Smith, L Groves, B Dongol",Using coarse-grained abstractions to verify linearizability on TSO architectures,2014
"M Biberstein, E Farchi, S Ur",Using code motion and write and read delays to increase the probability of bug detection in concurrent systems,2010
N Anssari,Using hybrid shared and distributed caching for mixed-coherency GPU workloads,2013
"AE Condon, MD Hill, M Plakal, ...",Using lamport clocks to reason about relaxed memory models,1999
DJ Sorin,Using lightweight checkpoint/recovery to improve the availability and designability of shared memory multiprocessors,2002
"A Schuster, L Shalev",Using remote access histories for thread scheduling in distributed shared memory systems,1998
"E Tomasco, TL Nguyen, B Fischer, S La Torre, ...",Using shared memory abstractions to design eager sequentializations for weak memory models,2017
"M Senftleben, K Schneider",Using temporal logics for specifying weak memory consistency models,2018
T Arons,Using timestamping and history variables to verify sequential consistency,2001
"N Jarymowycz, P Kearns",Valid Debugging for Distributed Shared Memory.,2002
"J Bhadra, E Trofimova, ...",Validating power architecture™ technology-based MPSoCs through executable specifications,2008
"S Liu, Y Jiang",Value-passing CCS for trees: a theory for concurrent systems,2016
"HW Cain, MH Lipasti","Vector Clocks, Constraint Graphs, and the Verification of Memory Consistency Models",
GI Calin,Verification Techniques for TSO-Relaxed Programs,2016
A Bouajjani,"Verification of Concurrent Programs: Decidability, Complexity, Reductions",
"R Ghughal, A Mokkedem, R Nalumasu, ...","Verification of Runway-PA8000 memory model using\Test model-checking"" technique",
"R Guerraoui, TA Henzinger, V Singh",Verification of STM on relaxed memory models,2011
C Leonardsson,Verification of Software under Relaxed Memory,2016
"CJ Banks, M Elver, R Hoffmann, ...",Verification of a lazy cache coherence protocol against a weak memory model,2017
"O Shacham, M Wachs, A Solomatnikov, ...",Verification of chip multiprocessor memory systems using a relaxed scoreboard,2008
"A Bouajjani, G Parlato",Verification of concurrent programs for relaxed memory models.,
"O Travkin, H Wehrheim",Verification of concurrent programs on weak memory models,2016
"C Manovit, SG Hangal",Verification of memory consistency and transactional memory,2010
"F Pong, M Dubois",Verification techniques for cache coherence protocols,1997
O Lahav,Verification under causally consistent shared memory,2019
"DDSA Lal, KG Larsen","Verification, Model Checking, and Abstract Interpretation LNCS 8931",
"D D'Souza, A Lal, KG Larsen","Verification, Model Checking, and Abstract Interpretation: 16th International Conference, VMCAI 2015, Mumbai, India, January 12-14, 2015, Proceedings",2014
"S Jagannathan, J Vitek",Verified compilation of Concurrent Managed Languages,2017
AW Appel,Verified software toolchain,2011
"S Doherty, B Dongol, H Wehrheim, ...",Verifying C11 programs operationally,2019
A Linden,Verifying Programs on Relaxed Memory Models with a Focus on x86-TSO,2011
N Evans,Verifying Qthreads: Is Model Checking Viable for User Level Tasking Runtimes?,2018
A Gupta,Verifying concurrent programs,
O Travkin,Verifying concurrent programs under weak memory models.,2017
"V Vafeiadis, FZ Nardelli",Verifying fence elimination optimisations,2011
"S Burckhardt, M Musuvathi, V Singh",Verifying local transformations of concurrent programs,2010
"S Burckhardt, M Musuvathi, V Singh",Verifying local transformations on relaxed memory models,2010
"W Mansky, EL Gunter",Verifying optimizations for concurrent programs,2014
"TA Henzinger, S Qadeer, SK Rajamani",Verifying sequential consistency on shared-memory multiprocessor systems,1999
"C Pereira, G Pokam, K Danne, R Devarajan, ...",Virtues and obstacles of hardware-assisted multi-processor execution replay,2010
S Biswas,Viser: providing serializability in hardware with simplified cache coherence,2015
"AC Melo, SC Chagas",Visual-MCM: Visualising execution histories on multiple memory consistency models,1999
"K Matsumoto, T Ugawa",Visualization of Counterexamples of Memory Model-aware Model Checking Using SPIN,2019
"X Qian, J Torrellas, B Sahelices, D Qian",Volition: scalable and precise sequential consistency violation detection,2013
"A Muzahid, S Qi, J Torrellas",Vulcan: Hardware support for detecting sequential consistency violations dynamically,2012
S Zhang,WMM: a Resilient Weak Memory Model,2016
"A De, A Roychoudhury, D D'Souza",WOMM: a weak operational memory model,2010
S Memory,WRL Research Report 96/2,
SM Protocol,WRL Research Report 97/2,
"V Štill, P Ročkai, J Barnat",Weak Memory Models as LLVM-to-LLVM Transformations,2015
"S Zhang, M Vijayaraghavan, D Lustig",Weak Memory Models with Matching Axiomatic and Operational Definitions,2017
SZMV Arvind,Weak Memory Models: Balancing Definitional Simplicity and Implementation Flexibility,
S Castellan,Weak memory models using event structures,2016
"S Zhang, M Vijayaraghavan",Weak memory models: Balancing definitional simplicity and implementation flexibility,2017
"C WATT, A ROSSBERG, J PICHON-PHARABOD",Weakening WebAssembly (Extended Draft),2019
J Alglave,Weakness is a virtue,2013
"Y Duan, A Muzahid, J Torrellas",WeeFence: toward making fences free in TSO,2013
J Yi,What is a Memory Model?,2008
"ORI LAHAV, UDI BOKER",What's Decidable about Causally Consistent Memory Models?,
"MF Atig, A Bouajjani, S Burckhardt, ...",What's Decidable about Weak Memory Models?,2012
"TC Lee, MA Boéchat",When the ARM weakly consistent memory model meets speculation: is it necessary?,2012
"L BAJCZI, A VÖRÖS, V MOLNÁR",Will My Program Break on This Faulty Processor?,2019
"L Bajczi, A Vörös, V Molnár",Will My Program Break on This Faulty Processor? Formal Analysis of Hardware Fault Activations in Concurrent Embedded Software,2019
G Lindstrom,"Yue Yang, Ganesh Gopalakrishnan, and",2002
"M Felleisen, P Gardner",and Systems,
CF Grammar,automated theorem proving 472,2013
"D Mark, AEC Hill, M Plakal, DJ Sorin",for I/O Architectures,1921
"C Amza, AL Cox, S Dwarkadass, P Keleher, H Lu, ...",lYeadMarks: Shared emorw,
"S Dwarkadas, P Keleher, H Lu, R Rajamony, W Yu, ...",omputing on,
"P Sewell, S Sarkar, S Owens, FZ Nardelli, ...",x86-TSO: a rigorous and usable programmer's model for x86 multiprocessors,2010
"S Aga, A Singh, S Narayanasamy",zfence: Data-less coherence for efficient fences,2015
ΙΠ Σαχίνογλου,Τεχνικές περιορισμού στην αναγωγή σε δυναμικές σχέσεις μερικής διάταξης,2018
ВЮ Трифанов,Вопросы индустриального применения синхронизационных контрактов при динамическом поиске гонок в Java-программах,2018
"АВ Подкопаев, Л Ори, В Вафеядис",О корректности компиляции подмножествa обещающей модели памяти в аксиоматическую модель ARMv8. 3,2017
"АВ Подкопаев, О Лахав, В Вафеядис",Обещающая компиляция в ARMv8. 3,2017
"KC Sivaramakrishnan, L Ziarek, ...",℞CML: A Prescription for Safely Relaxing Synchrony,2014
松元稿如,メモリモデルを考慮したメモリアクセスを提供する SPIN 用ライブラリ,2017
이재범,공유메모리 다중 프로세서 시스템에서 약화된 메모리 모델의 효율적 지원,1999
M Müller-Olm,10. Conclusion,2006
M Philippsen,11 DATA PARALLELISM IN JAVA,2012
"V Abikhattar, L Arditi, O Ponsini, S Shoaraee",A CP-based system for checking and generating memory consistency tests,
MGY Wiseman,A Common Framework for Inter-Process Communication on a Cluster,
"E Speziale, M Tartara",A Lightweight Approach to Compiling and Scheduling Highly Dynamic Parallel Programs,
"RY Hwang, ZZ Zeng",A New Synchronization Scheme for Memory Consistency Model,2000
"CBM Rinard, C Boyapati",A Parameterized Type System for Race-Free Java Programs,2001
"V Nagarajan, DJ Sorin, MD Hill, ...",A Primer on Memory Consistency and Cache Coherence,2020
"C Chen, JB Manzano, G Gan, GR Gao, V Sarkar",A Study of Different Instantiations of the OpenMP Memory Model and Their Software Cache Implementations,2009
"G Anderson, D Pym",A calculus and logic of bunched resources and processes,2016
"M Geva, Y Wiseman",A common framework for inter-process communication on a cluster,2004
"SP Marti, JS Borras, PL Rodriguez, ...",A complexity-effective out-of-order retirement microarchitecture,2009
H Shing,A conflict-free memory design for multiprocessors,1992
"A Ros, A Jimborean",A dual-consistency cache coherence protocol,2015
J Alglave,A formal hierarchy of weak memory models,2012
"Y Xing, BY Huang, A Gupta, S Malik",A formal instruction-level GPU model for scalable verification,2018
A Sivasubramaniam,A framework for evaluating architectural issues of parallel systems,1995
N Piggin,A lockless page cache in linux,2006
"U Ramachandran, ...",A measurement‐based study of hardware support for object invocation,1989
"C Boyapati, M Rinard",A parameterized type system for race-free Java programs,2001
"P Pirkelbauer, R Milewicz, JF Gonzalez",A portable lock-free bounded queue,2016
"S Frenz, R Lottiaux, M Schoettner, C Morin, ...",A practical comparison of cluster operating systems implementing sequential and transactional consistency,2005
RL Kennell,A practical method for authentication of remote computer systems,2008
"DJ Sorin, MD Hill, DA Wood",A primer on memory consistency and cache coherence,2011
"G Gao, JN Amaral, A Marquez, K Theobald",A refinement of the HTMT program execution model,1998
"J Wang, L Jiang, J Ke, X Liang, N Jing",A sharing-aware L1. 5D cache for data reuse in GPGPUs,2019
"P Permandla, M Roberson, C Boyapati",A type system for preventing data races and deadlocks in the java virtual machine language: 1,2007
"N Bhardwaj, M Senftleben, K Schneider",Abacus: A processor family for education,2014
"H Dogan, F Hijaz, M Ahmad, B Kahne, ...",Accelerating graph and machine learning workloads using a shared memory multicore architecture with auxiliary support for in-hardware explicit messaging,2017
"Y Zhang, G Xiao, T Baba",Accelerating sequential programs on commodity multi-core processors,2014
"AM Mainwaring, DE Culler",Active Message applications programming interface and communication subsystem organization,1996
D Page,Advanced Processor Design,2009
H Sarbazi-Azad,Advances in GPU research and practice,2016
V Luchangco,Against lock-based semantics for transactional memory,2008
"G Cabon, D Cachera, D Pichardie",An Extended Buffered Memory Model With Full Reorderings,2016
WG Simoneau,"An FPGA-based platform for testing and analysis of microprocessor architectural techniques: Design, implementation, and use",2011
"J Lee, J Kim, J Kim, S Seo, J Lee",An OpenCL framework for homogeneous manycores with no hardware cache coherence,2011
"S Atzeni, G Gopalakrishnan",An Operational Semantic Basis for OpenMP Race Analysis,2017
"K Lu, X Zhou, XP Wang, T Bergan, C Chen",An efficient and flexible deterministic framework for multithreaded programs,2015
"I Cerrato, G Marchetto, F Risso, R Sisto, ...",An efficient data exchange algorithm for chained network functions,2014
"I Cerrato, G Marchetto, F Risso, R Sisto, ...",An efficient data exchange mechanism for chained network functions,2018
"S Manoochehri, B Goodarzi, ...",An efficient transaction-based GPU implementation of minimum spanning forest algorithm,2017
JC Connelly,An experimental comparison of scheduling policies on coarse-grain multiprocessors,1995
A SUSUNGI,Analyse et compila on de langages de programma on parallèle,2018
A Susungi,Analyse et compilation de langages de programmation parallèle,2018
A Susungi,Analysis and Compilation of Parallel Programming Languages,2018
"J Schaeffer, D Novillo, R Unrau",Analysis and Optimization of Explicitly Parallel Programs,1998
"D Novillo, RC Unrau, J Schaeffer",Analysis and optimization of explicitly parallel programs,2000
V Sarkar,Analysis and optimization of explicity parallel programs using the parallel program graph representation,1997
M Rinard,Analysis of multithreaded programs,2001
A Aggarwal,Analysis of the Hemingway multiple-writer implementation of release consistency for software distributed shared-memory systems.,1999
"V Sarkar, GR Gao",Analyzable atomic sections: Integrating fine-grained synchronization and weak consistency models for scalable parallelism,2004
"V Vojdani, K Apinis, S Saan",Approaches to Thread-Modular Static Analysis,
"B Grayson, C Chase",Architectural Support for Relaxed Memory Consistency Models Technical Report TR-PDS-1998-007,1998
"A Bhattacharjee, D Lustig",Architectural and operating system support for virtual memory,2017
JA Brown,Architectural support for efficient on-chip parallel execution,2010
CK YUEN,Architecture Inclusive Parallel Programming,2001
A Naeem,Architecture Support and Scalability Analysis of Memory Consistency Models in Network-on-Chip based Systems,2013
"M Berekovic, U Brinkschulte, W Fornaciari, C Silvano",Architecture of Computing Systems-ARCS 2011,2011
"M Berekovic, R Buchty, H Hamann, D Koch, T Pionteck","Architecture of Computing Systems–ARCS 2018: 31st International Conference, Braunschweig, Germany, April 9–12, 2018, Proceedings",2018
"A Naeem, A Jantsch, Z Lu",Architecture support and comparison of three memory consistency models in NoC based systems,2012
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Asynchronous memory move across physical nodes with dual-sided communication,2012
"PE McKenney, D Sarma, M Soni",Atomic renaming and moving of data files while permitting lock-free look-ups,2008
"PE McKenney, D Sarma, M Soni",Atomic renaming and moving of data files while permitting lock-free look-ups,2011
"Y Zhang, J Manzano",Atomic section: Concept and implementation,2005
"PE McKenney, OY Krieger, D Sarma, M Soni",Atomically moving list elements between lists using read-copy update,2011
"P McKenney, O Krieger, D Sarma, ...",Atomically moving list elements between lists using read-copy update,2006
"P Kumar, D Kumar",Automated Verification of Memory Consistencies of DSM System on Unified Framework,2012
"B Kasikci, C Zamfir, G Candea",Automated classification of data races under both strong and weak memory models,2015
F Jubair,Automatic translation of non-repetitive OpenMP to MPI,2014
AJ Collins,Automatically Optimising Parallel Skeletons,2011
"J Wang, K Zhang, X Tang, B Hua",B-queue: efficient and practical queuing for fast core-to-core communication,2013
"G Milman, A Kogan, Y Lev, V Luchangco, ...",BQ: A lock-free queue with batching,2018
"C Ball, M Bull",Barrier synchronisation in java,2003
"C Ding, C Zhang, X Shen, R Huang, C Tice, K Kelsey",Behavior-oriented parallelization,2006
"CG Ritson, S Owens",Benchmarking weak memory models,2016
"L Higham, J Kawash",Bounds for mutual exclusion with only processor consistency,2000
"A Podkopaev, O Lahav, V Vafeiadis",Bridging the gap between programming languages and hardware weak memory models,2019
"J Kawash, L Higham",Brief Announcement: Memory Consistency and Process Coordination for SPARC v8 Multiprocessors,2000
"M Pöter, JL Träff","Brief Announcement: Stamp-it, a More Thread-efficient, Concurrent Memory Reclamation Scheme in the C++ Memory Model",2018
A Polze,Building Blocks for Achieving Quality of Service with Commercial Off-the-Shelf (COTS) Middleware,1999
"JB Manzano, Y Zhang, GR Gao",CAPSL Technical Memo 61,2005
"M Zheng, MS Rogers, Z Luo, MB Dwyer, ...",CIVL: formal verification of parallel programs,2015
"SF Siegel, M Zheng, Z Luo, TK Zirkel, ...",CIVL: the concurrency intermediate verification language,2015
S Ramesh,CONSISTENCY MODELS IN DISTRIBUTED SHARED MEMORY SYSTEMS,
P Bazavan,CORBA technologies for railway site reservation and passenger information,2007
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Cache management during asynchronous memory move operations,2012
"A Gidenstam, H Sundell, P Tsigas",Cache-aware lock-free queues for multiple producers/consumers and weak memory consistency,2010
"MP Ferguson, D Buettner",Caching Puts and Gets in a PGAS language runtime,2015
"L Higham, J Kawash",Can Expensive Synchronization be Avoided in Weak Memory Models?,
"A El-Hokayem, Y Falcone",Can We Monitor All Multithreaded Programs?,2018
"L Higham, J Kawash",Can out-of-order instruction execution in multiprocessors be made sequentially consistent?,2005
"L Higham, LA Jackson, J Kawash",Capturing register and control dependence in memory consistency models with applications to the Itanium architecture,2006
G Gao,Center for Programming Models for Scalable Parallel Computing: Future Programming Models,2008
A Mohan,Certification of a Garbage Collector for a Purely Functional Language,
KH Randall,Cilk: Efficient multithreaded computing,1998
"R Haecki, L Humbel, R Achermann, D Cock, ...","CleanQ: a lightweight, uniform, formally specified interface for intra-machine data transfer",2019
J Mellor-Crummey,Coarray Fortran 2.0: A Productive Language for Scalable Scientific Computing,
KM Kelsey,Coarse-grained speculative parallelism and optimization,2011
P Keleher,Coherence as an Abstract Type,1998
"M LeBeane, K Hamidouche, B Benton, ...",ComP-net: command processor networking for efficient intra-kernel communications on GPUs,2018
"GT Byrd, BA Delagi, MJ Flynn",Communication mechanisms in shared memory multiprocessors,1998
TE Hart,Comparative performance of memory reclamation strategies for lock-free and concurrently-readable data structures,2005
A Ali,Comparative study of parallel programming models for multicore computing,2013
N ten Dijke,Comparison of Verification Methods for Weak Memory Models,2014
"J Ferrante, D Grunwald, ...",Compile-time analysis and optimization of explicitly parallel programs,1997
"H Tang, K Shen, T Yang",Compile/run-time support for threaded MPI execution on multiprogrammed shared memory machines,1999
A Basumallik,Compiling shared-memory applications for distributed-memory systems,2007
"RK Arimilli, RS Blackmore, C Kim, B Sinharoy, ...",Completion of asynchronous memory move in the presence of a barrier operation,2011
"L Birkedal, D Dreyer, P Gardner, Z Shao",Compositional Verification Methods for Next-Generation Concurrency (Dagstuhl Seminar 15191),2015
"J Whaley, M Rinard",Compositional pointer and escape analysis for Java programs,1999
"R Majumdar, V Kunčak",Computer Aided Verification,2017
"J Ferrante, D Grunwald, H Srinivasan",Computing communication sets for control parallel programs,1994
"L Brunie, O Reymann",Concepts and functionalities of the DOSMOS-trace monitoring tool,1996
"H Shah, RK Shyamasundar, ...",Concurrent SSA for general barrier-synchronized parallel programs,2009
"I Walulya, Y Nikolakopoulos, M Papatriantafilou, ...",Concurrent data structures in architectures with limited shared memory support,2014
"S Herhut, C Joslin, SB Scholz, R Poss, ...",Concurrent non-deferred reference counting on the microgrid: first experiences,2010
"W Zhang, C Sun, J Lim, S Lu, T Reps",Conmem: Detecting crash-triggering concurrency bugs through an effect-oriented approach,2013
M Takahashi,Consistency control device merging updated memory blocks,2001
M Takahashi,Consistency control device merging updated memory blocks,2005
J Kawash,Consistency models for internet caching,2004
"X Tang, A Pattnaik, H Jiang, O Kayiran, ...",Controlled kernel launch for dynamic parallelism in GPUs,2017
"NM Lê, A Guatto, A Cohen, A Pop",Correct and efficient bounded FIFO queues,2013
"L Higham, J Kawash",Critical sections and producer/consumer queues in weak memory systems,1997
"P Martin, M Moir, G Steele",DCAS-based concurrent deques supporting bulk allocation,2002
"DB Davis, J Featherston, HN Vo, M Fukuda, ...",Data Provenance for Agent-Based Models in a Distributed Memory,2018
DB Davis,Data Provenance for Multi-Agent Models in a Distributed Memory,2017
"A Polze, J Richling",Data Replication and Weak Memory Consistency,1998
"A Polze, J Richling",Data Replication and Weak Memory Consistency: Predictable CORBA Interactions with Composite Objects,1998
J Kloosterman,Data Resource Management in Throughput Processors,2018
"D Grunwald, H Srinivasan",Data flow equations for explicitly parallel programs,1993
M Philippsen,Data parallelism in Java,1998
ML Goodstein,Dataflow Analysis-Based Dynamic Parallel Monitoring,2014
BP Wood,Datalog for Offline Dynamic Program Analysis,
MA El-Zawawy,Dead code elimination based pointer analysis for multithreaded programs,2012
J Engblom,Debugging real-time multiprocessor systems,2007
F Piessens,Defending against transient execution attacks,2019
"P Kumar, K Kumar",Defining Hybrid Distributed Shared Memory Consistency Models on Unified Framework,
"P Kumar, K Kumar",Defining Uniform Distributed Shared Memory Consistency Models on Unified Framework,2012
"RK Arimilli, JS Dodson, DE Williams, ...",Demand based sync bus operation,2001
"RK Arimilli, JS Dodson, DE Williams, ...",Demand based sync bus operation,2000
A Gefﬂaut,Design and Evaluation of a Software-Controlled COMA,
BH Yu,Design and Implementation of an Efficient and Scalable Software Distributed Shared Memory System,2012
M Yoon,Development and analysis of weak memory consistency models to accelerate shared-memory multiprocessor systems.,2000
S Kavvadias,Direct Communication and Synchronization Mechanisms in Chip Multiprocessors,2010
H Sinha,Distributed Parallel Computing in Mermera: Mixing Noncoherent Shared Memories,1996
"A Heddaya, H Sinha",Distributed parallel computing in mermera: Mixing noncoherent shared memories,1996
"M Geva, Y Wiseman",Distributed shared memory integration,2007
"J Nelson, R Palmieri",Don't Forget About Synchronization! A Case Study of K-Means on GPU,2019
"J Nelson, P Miller, R Palmieri",Don't forget about synchronization! Guidelines for using locks on graphics processing units,2020
PPR Milewicz,Draft: Lock-free Ringbuffer Designs,
A Sethia,Dynamic Hardware Resource Management for Efficient Throughput Processing.,2015
"VW Freeh, GR Andrews",Dynamically controlling false sharing in distributed shared memory,1996
"ORI LAHAV, V VAFEIADIS",E ective Stateless Model Checking for C/C++ Concurrency,
"JJK Park, Y Park, S Mahlke",ELF: maximizing memory-level parallelism for GPUs with coordinated warp and fetch scheduling,2015
"M Weber, A Bieniusa, A Poetzsch-Heffter",EPTL-A temporal logic for weakly consistent systems,2017
D Petrović,Efficient Communication and Synchronization on Manycore Processors,2015
"A Gidenstam, H Sundell, P Tsigas",Efficient Lock-Free Queues that Mind the Cache,2010
"H Paz, E Petrank",Efficient Memory Management for Servers,2006
"J Walpole, PE McKenney",Efficient Support of Consistent Cyclic Search with Read-Copy-Update and Parallel Updates,2011
S Manoochehri,Efficient Transactional-Memory-based Implementation of Morph Algorithms on GPU,2017
H Sundell,Efficient and practical non-blocking data structures,2004
"CH Ho, SJ Kim, K Sankaralingam",Efficient execution of memory access phases using dataflow specialization,2015
"PE McKenney, J Walpole",Efficient support of consistent cyclic search with read-copy update and parallel updates,2011
PE McKenney,Efficient support of consistent cyclic search with read-copy-update,2008
PE McKenney,Efficient support of consistent cyclic search with read-copy-update,2010
JJK Park,Enabling Efficient Resource Utilization on Multitasking Throughput Processors.,2016
AP Holey,Enhancing GPU programmability and correctness through transactional execution,2015
L Albertsson,Entropy injection,2007
C Miranda,"Erbium: Reconciling languages, runtimes, compilation and optimizations for streaming applications",2013
"M Klemm, JC Beyler, RT Lampert, M Philippsen, ...",Esodyp+: prefetching in the Jackal software DSM,2007
"I Gartley, M Pirvu, V Sundaresan, ...",Experiences in designing a robust and scalable interpreter profiling framework,2013
"O Lahav, V Vafeiadis",Explaining relaxed memory models with program transformations,2016
"E Gidron, I Keidar",Exploiting Locality and NUMA in Scalable Concurrent Libraries,2012
"X Zhou, K Lu, X Wang, X Li",Exploiting parallelism in deterministic shared memory multiprocessing,2012
Y Dotsenko,"Expressiveness, programmability and portable high performance of global address space languages",2007
"A Podkopaev, O Lahav, O Melkonian, V Vafeiadis",Extending Intermediate Memory Model with SC accesses,2019
"T Kooburat, MJ Hwang",Extending Task-based Programming Model beyond Shared Memory Systems,
