Authors,Title,Year
"M Horie, K Ogata, M Takeuchi, H Horii",Scaling up parallel GC work-stealing in many-core environments,2019
"J Wang, L Jiang, J Ke, X Liang, N Jing",A sharing-aware L1. 5D cache for data reuse in GPGPUs,2019
"N Koval, V Aksenov",Restricted memory-friendly lock-free bounded queues,2020
"T Blaß, M Philippsen",GPU-accelerated fixpoint algorithms for faster compiler analyses,2019
"PA Abdulla, F Haziza, L Holík",View Abstraction–A Tutorial,2015
"L Gao, Y Xu, R Wang, H Yang, Z Luan, ...",Accelerating in-memory transaction processing using general purpose graphics processing units,2019
"S Yang, S Jeong, B Min, Y Kim, B Burgstaller…","Design-space evaluation for non-blocking synchronization in Ada: lock elision of protected objects, concurrent objects, and low-level atomics",2020
JBLCS Jhon,Hardware Support for Release Consistency with Queue-based Synchronization,1997
"BSADC Larry, R Arvind",Message Passing Support on StarT-Voyager,1998
"S Ha, C Jhon",Reducing multithreaded frame cache miss ratio by prefetching and working frame set scheduling,1996
"OM Duarte, R Hametner",Asynchronous programming with futures in C on a safety-critical platform in the railway-control domain,2017
"M He, S Qin, J Ferreira",Towards a Program Logic for C11 Release-Sequences,2018
"A Antonov, P Kustarev",Strategies of Computational Process Synthesis—a System-Level Model of HW/SW (Micro) Architectural Mechanisms,2020
"N Coughlin, G Smith",Rely/Guarantee Reasoning for Noninterference in Non-Blocking Algorithms,2020
"GAG Andrade, M Graf, N Pfeifer, ...",A Directed Test Generator for Shared-Memory Verification of Multicore Chip Designs,2020
"M Hemmatpour, R Ferrero, F Gandino, ...",Cost Evaluation of Synchronization Algorithms for Multicore Architectures,2019
"K Matsumoto, T Ugawa",Visualization of Counterexamples of Memory Model-aware Model Checking Using SPIN,2019
"B Simner, S Flur, C Pulte, A Armstrong…",ARMv8-A system semantics: instruction fetch in relaxed architectures,2020
"YAMD Lustig, MMM Pellauer",RTLCheck: Verifying the Memory Consistency of RTL Designs,2017
"A Raad, V VAFEIADIS",Persistence Semantics for Weak Memory,2018
"J Pichon-Pharabod, F Sieczkowski, L Birkedal…",A Separation Logic for Fictional Sequential Consistency,2019
"A RAAD, ORI LAHAV, V VAFEIADIS",Persistent Owicki-Gries Reasoning,2019
"PG de Massas, F Pétrot",Evaluation of the implementation cost of cache coherence protocols using omniscient actions,2010
"G Smith, K Winter, RJ Colvin",Linearizability on hardware weak memory models,2019
"L Higham, J Kawash",Can out-of-order instruction execution in multiprocessors be made sequentially consistent?,2005
"P Qu, J Yan, GR Gao",Toward a Parallel Turing Machine Model,2016
"A Bouajjani, C Enea, M Mukund, R Roy",On Verifying TSO Robustness for Event-Driven Asynchronous Programs,2018
"N Farooqui, I Roy, Y Chen, V Talwar, R Barik, ...",Accelerating Data Analytics on Integrated GPU Platforms via Runtime Specialization,2018
"D Beyer, M Huisman",Tools for the construction and analysis of systems,2020
"G Smith, L Groves",Weakening Correctness and Linearizability for Concurrent Objects on Multicore Processors,2019
"QT Trac, M Ogawa",Formal Semantics Extraction from MIPS Instruction Manual,2019
"Z Hóu, D Sanan, A Tiu, Y Liu, KC Hoa, ...",An Isabelle/HOL Formalisation of the SPARC Instruction Set Architecture and the TSO Memory Model,2020
G Friedrich,Decoupled Strong Stubborn Sets,2016
"L Li, EL Gunter",Per-Location Simulation,2020
M Lesani,Transaction Protocol Verification with Labeled Synchronization Logic,2019
D Page,Advanced Processor Design,2009
"M Andrić, R De Nicola, AL Lafuente",Replicating Data for Better Performances in X10,2016
"C Baier, C Tinelli",Some advances in tools and algorithms for the construction and analysis of systems,2017
S Mannarswamy,Software Transactional Memory,2017
PN Computing,Predictable Network Computing,
A Gefﬂaut,Design and Evaluation of a Software-Controlled COMA,
"UA Acar, A Charguéraud, M Rainey",Greedy Sharing: Load Balancing on Weakly Consistent Memory,
"GSLBS Cuellar, AW Appel",Compositional CompCert,
"S Pervez, G Gopalakrishnan, RM Kirby, R Thakur, ...",Formal Methods Applied to HPC Software Design: A Case Study of Locking Based on MPI One-Sided Communication,
"P Graham, K Barker, R Peters",Implementing Persistent Object Systems in Distributed Shared Virtual Memory,
V Robert,Proof-assistant-based verification of programs,
"HC Hsiao, CT King",The Thread-Based Protocol Engines for CC-NUMA Multiprocessors,
XZZXL Sun,Performance Predictions on Implicit Communication Systems,
"S CASTELLAN, LÉO STEFANESCO, N YOSHIDA",Game Semantics: Easy as Pi,
"B Gomes, W Löwe, JW Quittek, B Weissman",Safe Sharing OF Objects IN A High-Performance Parallel Language,
"B Engel, M Völp",First Experiences on PWCS synchronized Data Structures,
"T Kooburat, MJ Hwang",Extending Task-based Programming Model beyond Shared Memory Systems,
N Klipphahn,Concurrent Model Checking-Systematic testing/Stateless Model Checking,
HW Relaxed,Memory Model Sensitive Bytecode Verification,
"H Hojjat, J McClurg, N Foster",Network Updates for the Impatient: Eliminating Unnecessary Waits,
D Heck,Programming with Threads: Synchronization and Communication,
"R Ghughal, A Mokkedem, R Nalumasu…","Verification of Runway-PA8000 memory model using\Test model-checking"" technique",
R Singh,Quantitative Synthesis for Concurrent Programs⋆,
"V VAFEIADIS, FZ NARDELLI",CompCertTSO: A Verified Compiler for Relaxed-Memory Concurrency,
"B Grayson, L John, C Chase",The Effects of Memory-Access Ordering on Multiple-Issue Uniprocessor,
"K Winter, G Smith",Weak memory model of SeqLock in NuSMV,
"Y Zhang, X Feng",Program Logic for Local Reasoning in TSO,
JLM Valero,Task Superscalar: Using Processors as Functional Units,
"JJ Carrig Jr, GGL Meyer",A Computational Model for a Class of Synchronized Distributed Memory Machines,1995
M Philippsen,11 DATA PARALLELISM IN JAVA,2012
"X Yuan, D Williams-King, J Yang, ...",Making lock-free data structures verifiable with artificial transactions,2016
P Sewell,"Memory, an elusive abstraction",2010
"G Narayanaswamy, S Joshi, D Kroening",The virtues of conflict: analysing modern concurrency,2016
"AJ McPherson, V Nagarajan, S Sarkar, ...",Fence placement for legacy data-race-free programs via synchronization read detection,2015
"L Bajczi, A Vörös, V Molnár",Will My Program Break on This Faulty Processor? Formal Analysis of Hardware Fault Activations in Concurrent Embedded Software,2019
S Biswas,Viser: providing serializability in hardware with simplified cache coherence,2015
"R O'Callahan, K Huey, D O'Dell, T Coatta",To Catch a Failure: The Record-and-Replay Approach to Debugging,2020
"M Taheri, A Pourdamghani, ...",Polynomial-Time Fence Insertion for Structured Programs,2019
"MM Islam, A Muzahid",Bugaroo: Exposing Memory Model Bugs in Many-Core Systems,2018
"Y Yao, W Chen, T Mitra, Y Xiang",TC-Release++: An Efficient Timestamp-Based Coherence Protocol for Many-Core Architectures,2017
"DB Davis, J Featherston, HN Vo, M Fukuda, ...",Data Provenance for Agent-Based Models in a Distributed Memory,2018
"A Khyzha, A Gotsman",Compositional reasoning about concurrent libraries on the axiomatic TSO memory model,2012
"SM Mueller, WJ Paul",Memory System Design,2000
"CD Cavanna, TS Abdelrahman, A Bilas, ...",Jupiter/SVM: a JVM-based Single System Image for Clusters of Workstations,2004
"J Nelson, P Miller, R Palmieri",Don't forget about synchronization! Guidelines for using locks on graphics processing units,2020
"C Narayan, S Sharma, S Arun-Kumar",Efficient Bounded Verification for TSO,
"A Gotsman, H Yang, C Ferreira, M Najafzadeh, ...",Reasoning about Consistency Choices in Distributed Systems,
"N Hossain, C Trippel, M Martonosi",TransForm: Formally Specifying Transistency Models and Synthesizing Enhanced Litmus Tests,
"P Gupta, G Verma",Performance Analysis of Shared Memory Model in a Multiprocessor Environment,
"K Etessami, P Godefroid",A Model of Transactional Programming,
"V Abikhattar, L Arditi, O Ponsini, S Shoaraee",A CP-based system for checking and generating memory consistency tests,
"DLCTM Pellauer, M Martonosi",ArMOR: Defending Against Memory Consistency Model Mismatches in Heterogeneous Architectures,
"HR Chuang, R Lyerly, S Lankes, ...",Scaling Shared Memory Multiprocessing Applications in Non-cache-coherent Domains,2020
"A Verma, PK Kalita, A Pandey, S Roy",Interactive debugging of concurrent programs under relaxed memory models,2020
"N Liu, B Zang, H Chen",No barrier in the road: a comprehensive study and optimization of ARM barriers,2020
T Matsumoto,A Study on Memory-Based Communications and Synchronization in Distributed-Memory Systems,1994
"R Jagadeesan, G Petri, C Pitcher, J Riely",Quarantining Weakness,
"ORI LAHAV, UDI BOKER",What's Decidable about Causally Consistent Memory Models?,
"MH Davis Jr, U Ramachandran",Exploiting optical waveguides in general-purpose parallel computing,1993
"J Leroux, G Sutre",Backward Coverability with Pruning for Lossy Channel Systems,2017
"H Maarand, T Uustalu",Certified normalization of generalized traces,2019
"AA Patwardhan, R Upadrasta",Polyhedral Model Guided Automatic GPU Cache Exploitation Framework,
M Vechev,Computer-aided construction of concurrent systems,2010
E Bardsley,"Everything you know is wrong: The amazing time traveling CPU, and other horrors of concurrency",2014
"A Blanchard, N Kosmatov, F Loulergue",MMFilter: A CHR-Based Solver for Generation of Executions under Weak Memory Models,2018
"K Winter, G Smith, J Derrick",Modelling concurrent objects running on the TSO and ARMv8 memory models,2019
N ten Dijke,Comparison of Verification Methods for Weak Memory Models,2014
"J Alglave, L Maranget",Fences and Synchronisation Idioms in Weak Memory Models,2009
"JDJNT Bergan, LCD Grossman",RCDC: A Relaxed Consistency Deterministic Computer,2011
"Q Jiang, J Liu, H Hu",A Thread Modularity Approach for Verification Concurrent Software Based on Abstract Interpretation,2018
"S Kaxiras, TE Carlson, M Alipour, A Ros",Non-speculative load reordering in total store ordering,2018
"N Ramanathan, J Wickerson, ...",Scheduling Weakly Consistent C Concurrency for Reconfigurable Hardware,2017
"MT Lazarescu, A Cohen, L Lavagno, A Pop, M Prieto, ...",Energy-aware parallelization toolset and flow for C code,2018
"P Maleehuan, Y Chiba, T Aoki",A Verification Framework for Assembly Programs Under Relaxed Memory Model Using SMT Solver,2018
"M Goodstein, E Vlachos, S Chen, P Gibbons, M Kozuch, ...",The Butterfly Model: Theoretical Foundations,2009
"M Teragni, G Zabala, S Blanco",A Cloud Powered Relaxed Heterogeneous Distributed Shared Memory System,2018
"L Higham, J Kawash, A Pareek",Programmer-Centric Memory Consistency Modeling,2013
"P Zeller, A Bieniusa, A Poetzsch-Heffter",Combining state-and event-based semantics to verify highly available programs,2019
"S Conchon, D Declerck, F Zaïdi",Parameterized Model Checking on the TSO Weak Memory Model,2020
"D Lee, V Bertacco",Test Generation and Lightweight Checking for Multi-core Memory Consistency,2019
"R Meyer, S Wolff",Reasoning About Weak Semantics via Strong Semantics,2018
"L Higham, J Kawash",Pitfalls in Memory Consistency Modelling,2016
"J Alglave, L Maranget",Automatic Weak Memory Model Exploration,
"HW Cain, MH Lipasti","Vector Clocks, Constraint Graphs, and the Verification of Memory Consistency Models",
"DJ Scales, K Gharachorloo, CA Thekkath","Shasta: A low overhead, software-only approach for supporting fine-grain shared memory",1996
